PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
-2.9130245873965874,0.09562057550551054,-0.718118495083727,1.005254641034657,-0.15831004359779138,0.25459743859131967,-0.38300025653068065,-0.4150760234380262,0.0141484420777919
0.42991132993193765,-0.5881556664216979,-0.33348550477074335,-1.1610585922525,0.17467732063237254,-0.08457863029384317,-0.24891887024109155,0.22104247247885725,-0.1733157815571159
-0.2852250773700543,-0.4551744133397671,1.2215048093977294,-0.8681145029108593,0.1564746467652473,0.40169550410263327,0.08721358697623267,0.18416209386266638,-0.08403717731898153
-2.9324226542292733,1.6955550705215483,1.5250437441647637,0.8396250142267611,-0.2732089336964222,0.5479958658698921,0.44083463867267375,0.3559975210652613,0.091339062416827
1.0335758664708323,0.13665870884235196,-0.22572091671052222,-0.8470626869435729,-0.19300696091497097,0.20691874573505378,-0.2419778945478923,0.023681432479388295,-0.09426975369185887
0.02240726157374375,-1.7791865758294882,0.8699971159280667,-0.036966866729061465,0.9810565073938642,0.0035960901619109154,0.15083236621483118,-0.12594951123067455,-0.1260790399424107
-0.10158373658107459,-0.5682517238414155,0.24209181550109146,-1.4662657575628635,-0.0559924282209948,-0.2824694439041369,-0.5469073647773575,0.16816367163934093,0.06562901075959783
2.3421646096858812,-1.9884591539619942,0.19034418843710663,1.1050377785044752,-0.7311923298243551,0.1564551015042168,-0.3823862451599514,0.26777560077946694,0.3506313635766742
2.9737636642043053,-0.7346886586078296,-0.5197663558728387,1.2054421047944046,0.08357970579511355,-0.09925528632989344,0.051831120673864514,0.15601885826995743,0.10436932994193585
-0.18148699731199286,-0.40286587348363573,0.8674587430348111,-0.43877298303146295,0.13735047398890884,-0.637836297685027,0.9637760498735058,0.06319018551366412,0.035274798664950834
1.2687438639868232,-0.6565883632526909,-0.48809761577036453,0.05563355526389319,-0.38025038574021547,-0.22955843491345296,-0.16358339841538588,0.036085816789501665,0.3256396200944662
