MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.5385698674360653,0.7338731957471026,0.593019495173318,0.24850033526126108,0.9954493350494052,0.9956099732837066,Linear Regression,AAPL,2025-04-09 10:36:12
