MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.8259553222035269,0.9088208416423595,0.6967335774792575,0.29006191213510274,0.9930210615877894,0.994951535783832,Ridge Regression (alpha=1.0),AAPL,2025-04-09 10:38:43
