MSE,RMSE,MAE,MAPE,R2,Explained Variance,Model,Symbol,Date
0.958202684697692,0.9788782787955262,0.7502184475577264,0.3119115444123265,0.9919036335754032,0.9946144542948927,Ridge Regression (alpha=2.0),AAPL,2025-04-09 10:43:58
